0,1,2,3,4
2.1299151678477735e-16,1.3431909664379793e-16,2.3697859187588318e-05,9.998984536018999e-05,2.1238165306275425e-16
1.4186785426972826e-16,8.468974219827397e-17,1.057818777574258e-05,9.998507634635782e-05,1.4190851185119646e-16
1.0046488380793805e-16,7.113721504220516e-17,2.164063886722303e-06,9.99780880972415e-05,9.925870889104793e-17
6.272109567828643e-17,3.152317816501604e-17,1.9389626586069434e-06,9.996785742723207e-05,6.262622798819395e-17
5.027987574901527e-17,3.394908052595236e-17,3.255544755944952e-06,9.995289379647606e-05,4.9832642352865e-17
3.0452528519686606e-17,2.256495771485456e-17,3.1747155186783447e-06,9.993102784493826e-05,2.7972416050126014e-17
8.904010341537205e-18,7.6029677345546e-18,2.5639507848714433e-06,9.989910515216034e-05,8.145068820797352e-18
1.8783802638311364e-17,1.5788694136820158e-17,1.8626908190462715e-06,9.985254315804783e-05,1.5233040523421337e-17
1.6520530603247874e-17,4.0657581468206416e-19,1.2544019170674428e-06,9.978469070019483e-05,1.2725822999548608e-17
6.681395887941921e-18,1.066583887182615e-17,7.91615840790906e-07,9.968590312396367e-05,4.2148359455373985e-18
6.1663998560113065e-18,5.55653613398821e-19,4.68238427912704e-07,9.954220799709068e-05,8.917562868693274e-18
1.134346522962959e-17,3.482999479109683e-18,2.5707222773172444e-07,9.933338235476857e-05,9.730714498057402e-18
1.3254371558635292e-17,2.588532686809142e-18,1.2761992687127834e-07,9.903018564404346e-05,1.168227840853131e-17
8.632959798415829e-18,1.0340578220080499e-17,5.3454327631594794e-08,9.859038484641146e-05,9.175060884658581e-18
1.1641620827063104e-17,7.860465750519907e-19,1.4374852707607156e-08,9.79530606529704e-05,1.269871794523647e-17
1.0787811616230769e-17,1.7198156961051314e-17,3.820506787208201e-09,9.703049166771832e-05,1.1058862159352145e-17
1.9027748127120603e-17,5.664956351236761e-18,1.0463650270027547e-08,9.56966961764806e-05,1.9149720871525222e-17
2.1860226302738983e-17,7.413232354369637e-18,1.1310971637421398e-08,9.377156828270733e-05,2.15485181781494e-17
1.1817803680091998e-17,8.822695178600792e-18,9.682569048041875e-09,9.099983232319626e-05,1.1519648082658485e-17
6.044427111606687e-18,1.0164395367051604e-17,7.342704284345387e-09,8.702585280777652e-05,6.383240290508407e-18
5.800481622797449e-18,1.1668725881375241e-17,5.123878859140192e-09,8.137174716800819e-05,6.044427111606687e-18
5.082197683525802e-18,6.9253413767511596e-18,3.3395481905692083e-09,7.344472352417292e-05,5.014435047745458e-18
3.686287386450715e-18,5.3261431723350405e-18,2.0401635440986474e-09,6.264291727174253e-05,4.296151108473811e-18
2.1412992906588713e-18,4.119968255444917e-18,1.161741953681285e-09,4.869390844771184e-05,2.8053731213062427e-18
3.076423664427619e-18,4.0793106739767104e-18,6.05431068356776e-10,3.232154403408947e-05,3.130633773051894e-18
3.415236843329339e-18,4.445228907190568e-18,2.7552817307167823e-10,1.5837505007936406e-05,3.5101045334218206e-18
1.519238294195313e-17,1.5233040523421337e-17,9.420864266376349e-11,2.481109213723628e-06,1.5571853702323057e-17
1.2332799712022613e-18,1.1926223897340549e-18,4.342146813548359e-12,5.663791250669318e-06,2.1169047417779474e-17
1.0842021724855044e-18,7.995991022080595e-19,3.296472909095419e-11,8.851673937065551e-06,1.0042422622646985e-17
2.927345865710862e-18,2.791820594150174e-18,4.251863249503385e-11,8.757121865888418e-06,8.077306185017008e-18
1.1519648082658485e-18,9.351243737687476e-19,3.915066995640107e-11,7.098341689989744e-06,5.4752209710517974e-18
1.8295911660692887e-18,1.4365678785432934e-18,3.109935984950407e-11,5.032525959361542e-06,5.976664475826343e-18
1.7211709488207383e-18,1.2197274440461925e-18,2.251514950770816e-11,3.1604549927486813e-06,4.391018798566293e-18
7.318364664277155e-19,5.963111948670274e-19,1.5177509151819563e-11,1.7126790521223255e-06,5.976664475826343e-18
1.7076184216646695e-18,1.1519648082658485e-18,9.598081647499944e-12,7.172072956780867e-07,4.9737774662772516e-18
1.3552527156068805e-18,1.043544591017298e-18,5.685661604070205e-12,1.088037281269733e-07,4.689174395999807e-18
2.236166980751353e-18,2.1955093992831465e-18,3.1191310520756535e-12,2.0876899454945713e-07,1.3674499900473425e-17
1.6127507315721878e-18,1.6805133673525319e-18,1.538607687979511e-12,3.3043466591371404e-07,5.692061405548898e-19
1.1926223897340549e-18,1.395910297075087e-18,6.296347042919828e-13,3.3512002282032555e-07,5.285485590866834e-19
1.3417001884508117e-18,1.4230153513872246e-18,1.4970240758832576e-13,2.8115372148251666e-07,3.3881317890172014e-19
1.6263032587282567e-19,2.710505431213761e-19,7.306882963270533e-14,2.0717605056276578e-07,2.913793338554793e-18
4.2012834183813297e-19,6.2341624917916505e-19,1.5263376500207482e-13,1.3569120419709365e-07,1.1384122811097797e-18
7.995991022080595e-19,1.6398557858843255e-18,1.5988599333383036e-13,7.744400785316839e-08,9.486769009248164e-20
4.0657581468206416e-20,3.1170812458958252e-19,1.3612064763118131e-13,3.553989150801467e-08,1.4907779871675686e-19
3.6591823321385775e-19,9.893344823930228e-19,1.0357517523772869e-13,8.77180858967219e-09,5.692061405548898e-19
6.640738306473715e-19,2.168404344971009e-19,7.284063218045145e-14,6.001412312960953e-09,1.4907779871675686e-18
2.168404344971009e-19,7.047314121155779e-19,4.797685415180303e-14,1.234963283367049e-08,2.3310346708438345e-18
7.318364664277155e-19,4.2012834183813297e-19,2.968784072743258e-14,1.3454143562492715e-08,1.2061749168901237e-18
2.574980159653073e-19,1.2197274440461925e-19,1.7175781738716644e-14,1.1769428541710705e-08,8.809142651444724e-19
1.7618285302889447e-19,3.6591823321385775e-19,9.122341554021474e-15,8.978641121039485e-09,5.827586677109586e-19
7.724940478959219e-19,1.3688052427629493e-18,4.288670113483661e-15,6.1013573279935845e-09,9.486769009248164e-20
4.0657581468206416e-19,1.66831609291207e-17,1.5563315610214734e-15,3.65816402994254e-09,1.7618285302889447e-19
2.574980159653073e-19,1.6805133673525319e-18,1.599604780230801e-16,1.8355578795207356e-09,2.846030702774449e-19
5.827586677109586e-19,1.1248597539537109e-18,4.575197642617268e-16,6.233236916392991e-10,2.846030702774449e-19
5.421010862427522e-20,2.5343225781848666e-18,6.303822481373844e-16,8.466800017711308e-11,1.111307226797642e-18
1.3552527156068805e-19,4.363913744254155e-18,6.041581080903913e-16,4.245702420007085e-10,6.369687763352339e-19
7.047314121155779e-19,2.6969529040576923e-18,4.953042099728466e-16,5.249113545490207e-10,9.893344823930228e-19
7.318364664277155e-19,1.0842021724855044e-18,3.633703581085168e-16,4.891855408977516e-10,6.911788849595091e-19
2.2497195079074217e-18,2.1412992906588713e-18,2.5874484846366563e-16,3.913572042932474e-10,9.75781955236954e-19
3.5236570605778894e-19,1.6534083130403943e-18,1.6807844178956532e-16,2.785094909010062e-10,7.182839392716467e-19
2.9408983928669308e-18,1.6263032587282567e-18,8.707498697774207e-17,1.7659638673812351e-10,1.531435568635775e-18
2.394731548477358e-17,1.9109063290057016e-18,6.685461646088742e-17,9.67836887700137e-11,2.3987973066241786e-17
7.37257477290143e-18,5.285485590866834e-19,2.6915318931952648e-17,4.103572217000872e-11,8.470329472543003e-18
4.933119884809045e-18,1.6127507315721878e-18,1.7306577178299865e-17,6.406741497456785e-12,6.220609964635582e-18
5.5429836068321414e-18,3.2390539903004445e-18,1.0001765041178778e-17,1.2017132731620417e-11,6.0308745844506184e-18
2.1927988938519327e-17,2.507217523872729e-18,9.622294280808852e-18,1.9330250128433285e-11,2.13316777436523e-17
2.290377089375628e-18,1.4094628242311558e-18,2.168404344971009e-19,1.988691241577075e-11,2.032879073410321e-18
4.336808689942018e-19,2.0599841277224584e-18,1.3444106938820255e-17,1.6963180602476598e-11,1.6263032587282567e-19
1.3552527156068805e-20,2.303929616531697e-18,1.3037531124138191e-17,1.2763880908152683e-11,4.87890977618477e-19
7.995991022080595e-19,1.3417001884508117e-18,4.363913744254155e-18,8.600400949678073e-12,2.019326546254252e-18
7.589415207398531e-19,1.951563910473908e-18,4.363913744254155e-18,5.1246703414034936e-12,8.673617379884035e-19
2.778268066994105e-18,3.686287386450715e-18,7.995991022080595e-19,2.5529680230734417e-12,2.358139725155972e-18
2.371692252312041e-18,3.686287386450715e-18,8.809142651444724e-19,8.484455000547231e-13,1.8566962203814263e-18
1.9244588561617704e-18,2.7376104855258987e-18,2.425902360936316e-18,1.4669347550913536e-13,1.870248747537495e-18
2.1955093992831465e-18,2.9815559743351372e-18,1.666960840196463e-18,6.255304027579303e-13,1.328147661294743e-18
1.4772254600114998e-18,1.883801274693564e-18,7.182839392716467e-19,7.678087901802702e-13,1.328147661294743e-18
4.472333961502706e-19,1.3552527156068805e-18,9.0801931945661e-19,7.177546182185121e-13,6.2341624917916505e-19
1.328147661294743e-18,2.303929616531697e-18,9.215718466126788e-19,5.786680813343881e-13,1.2061749168901237e-18
2.168404344971009e-19,1.179069862577986e-18,1.4907779871675686e-18,4.167329865521416e-13,0.0
7.589415207398531e-19,1.734723475976807e-18,1.1384122811097797e-18,2.689294370961798e-13,5.692061405548898e-19
2.5343225781848666e-18,3.144186300207963e-18,1.1384122811097797e-18,1.516891267542425e-13,2.72405795836983e-18
6.2341624917916505e-19,8.402566836762659e-19,2.0328790734103208e-19,6.842563896134607e-14,8.267041565201971e-19
5.827586677109586e-19,6.098637220230962e-19,8.402566836762659e-19,1.5473475907697154e-14,1.4907779871675686e-19
1.5585406229479126e-18,1.802486111757151e-18,8.131516293641283e-19,1.3800429982807616e-14,1.4501204056993622e-18
8.267041565201971e-19,9.0801931945661e-19,2.642742795433417e-18,2.6493496524220006e-14,1.043544591017298e-18
2.019326546254252e-18,2.4801124695605914e-18,2.1277467635028025e-18,2.8780946267729923e-14,2.1955093992831465e-18
4.607859233063394e-19,6.098637220230962e-19,2.290377089375628e-18,2.5447919054129298e-14,3.3881317890172014e-19
5.014435047745458e-19,5.827586677109586e-19,3.821812658011403e-18,1.9784629663732733e-14,5.149960319306146e-19
8.673617379884035e-19,7.724940478959219e-19,3.333921680392926e-18,1.3820785878596031e-14,6.369687763352339e-19
1.0977546996415732e-18,8.131516293641283e-19,3.0086610286472748e-18,8.638570544658442e-15,8.131516293641283e-19
1.043544591017298e-18,8.673617379884035e-19,3.0899761915836876e-18,4.655564128652756e-15,8.131516293641283e-19
2.303929616531697e-19,3.9302328752599536e-19,1.7076184216646695e-18,1.9115432977820368e-15,3.1170812458958252e-19
2.710505431213761e-19,3.3881317890172014e-19,1.599198204416119e-18,2.1867002566317018e-16,3.7947076036992655e-19
8.538092108323347e-19,3.7947076036992655e-19,3.3610267347050637e-18,6.814075128799835e-16,3.6591823321385775e-19
1.111307226797642e-18,6.776263578034403e-19,2.72405795836983e-18,1.0223619910723625e-15,1.043544591017298e-18
8.131516293641283e-19,1.260385025514399e-18,7.724940478959219e-19,1.035860308119807e-15,1.0842021724855044e-18
4.336808689942018e-19,9.0801931945661e-19,1.0299920638612292e-18,8.9147168379905e-16,2.846030702774449e-19
1.0299920638612292e-18,1.5043305143236374e-18,3.9302328752599536e-19,6.766370233210472e-16,5.014435047745458e-19
1.0299920638612292e-18,1.3010426069826053e-18,4.87890977618477e-19,4.67209821178316e-16,3.7947076036992655e-19
1.4094628242311558e-18,1.6127507315721878e-18,0.0,2.9040355190024236e-16,8.944667923005412e-19
4.743384504624082e-19,5.827586677109586e-19,1.3552527156068805e-20,1.6710265983432837e-16,4.336808689942018e-19
2.846030702774449e-19,3.6591823321385775e-19,6.505213034913027e-19,7.826584432629735e-17,3.5236570605778894e-19
5.421010862427522e-20,4.743384504624082e-19,2.710505431213761e-19,2.2619167823478836e-17,2.303929616531697e-19
1.5178830414797062e-18,1.1248597539537109e-18,1.6263032587282567e-18,4.662069341687669e-18,1.0164395367051604e-18
4.607859233063394e-19,1.2197274440461925e-18,9.622294280808852e-19,1.3755815063409838e-17,9.215718466126788e-19
9.0801931945661e-19,1.6195269951502222e-17,1.3254371558635292e-17,1.587000929975657e-17,1.6534083130403943e-17
1.3823577699190182e-18,1.961050679483156e-17,1.6940658945086007e-17,2.0396553369883552e-17,1.9935767446577213e-17
1.6805133673525319e-18,2.6684925970299478e-17,2.438099635376778e-17,1.349831704744453e-17,2.6928871459108716e-17
6.098637220230962e-19,1.3579632210380943e-17,1.3579632210380943e-17,1.2441219929271163e-17,1.3931997916438732e-17
3.2526065174565133e-19,1.1478990501190278e-17,1.202109158743303e-17,1.2088854223213374e-17,1.180425115293593e-17
1.1248597539537109e-18,1.1085967213664283e-17,1.1587410718438829e-17,1.1614515772750966e-17,1.145188544687814e-17
2.846030702774449e-19,9.581636699340645e-18,1.0570971181733668e-17,1.1628068299907035e-17,9.98821251402271e-18
2.710505431213761e-19,9.744267025213471e-18,9.947554932554503e-18,1.0652286344670081e-17,1.021860547567588e-17
8.809142651444724e-19,8.28059409235804e-18,8.795590124288655e-18,9.283481101907132e-18,8.632959798415829e-18
5.692061405548898e-19,9.269928574751063e-18,9.41900637346782e-18,7.589415207398531e-18,9.473216482092095e-18
3.3881317890172014e-19,8.971772977317549e-18,9.120850776034306e-18,7.83336069620777e-18,9.066640667410031e-18
1.328147661294743e-18,6.871131268126884e-18,6.8575787409708155e-18,7.874018277675976e-18,6.965998958219366e-18
8.131516293641283e-19,7.657177843178875e-18,8.117963766485214e-18,5.231275482242559e-18,7.630072788866737e-18
9.0801931945661e-19,6.708500942254059e-18,7.14218181124826e-18,5.502326025363935e-18,6.80336863234654e-18
2.981555974335137e-19,5.407458335271453e-18,6.0173220572945496e-18,4.919567357652976e-18,5.570088661144279e-18
1.3010426069826053e-18,7.6029677345546e-18,7.684282897491013e-18,3.903127820947816e-18,7.71138795180315e-18
1.599198204416119e-18,5.827586677109586e-18,6.207057437479513e-18,5.068645156369733e-18,6.0173220572945496e-18
7.318364664277155e-19,5.3939058081153846e-18,5.841139204265655e-18,4.377466271410224e-18,5.55653613398821e-18
6.640738306473715e-19,3.7269449679189215e-18,4.512991542970912e-18,3.4558944247975454e-18,4.092863201132779e-18
2.303929616531697e-19,4.065758146820642e-18,4.2148359455373985e-18,3.604972223514302e-18,3.781155076543197e-18
1.5368565794982025e-17,1.2630955309456127e-17,9.446111427779957e-18,2.927345865710862e-18,1.2427667402115095e-17
1.737433981408021e-17,1.3972655497906938e-17,1.1763593571467723e-17,2.3852447794681098e-18,1.37287100090977e-17
5.177065373618284e-18,3.3203691532368573e-18,4.2825985813177425e-18,2.5478751053409354e-18,3.577867169202165e-18
5.136407792150077e-18,3.0086610286472748e-18,4.038653092508504e-18,2.5614276324970042e-18,3.0899761915836876e-18
5.89534931288993e-18,3.279711571768651e-18,4.133520782600986e-18,2.791820594150174e-18,3.3881317890172014e-18
4.9873299934333204e-18,2.222614453595284e-18,3.4423418976414766e-18,1.7618285302889447e-18,2.1141942363467336e-18
4.824699667560495e-18,2.1819568721270777e-18,3.0086610286472748e-18,1.951563910473908e-18,2.425902360936316e-18
5.244828009398628e-18,2.4665599424045226e-18,2.5614276324970042e-18,1.883801274693564e-18,2.0057740190981832e-18
5.800481622797449e-18,3.564314642046096e-18,3.482999479109683e-18,2.574980159653073e-18,3.469446951953614e-18
7.765598060427426e-18,5.597193715456417e-18,5.488773498207866e-18,2.656295322589486e-18,5.1906179007743525e-18
1.0177947894207673e-17,6.112189747387031e-18,5.204170427930421e-18,2.656295322589486e-18,5.692061405548898e-18
1.2888453325421434e-17,4.7704895589362195e-18,4.2148359455373985e-18,2.8731357570865868e-18,4.2148359455373985e-18
2.3242584072658e-17,5.027987574901527e-18,4.512991542970912e-18,3.1577388273640317e-18,4.377466271410224e-18
7.752045533271357e-18,1.089623183347932e-17,8.687169907040104e-18,6.979551485375435e-18,1.1045309632196076e-17
9.2970336290632e-18,2.2375222334669598e-17,1.8458541986565713e-17,1.6317242695906842e-17,2.1629833341085813e-17
1.3417001884508117e-18,2.0017082609513626e-17,1.7862230791698686e-17,1.7618285302889447e-17,2.0030635136669694e-17
1.883801274693564e-18,8.551644635479416e-18,8.063753657860939e-18,1.021860547567588e-17,8.131516293641283e-18
2.168404344971009e-18,8.944667923005412e-18,9.066640667410031e-18,1.0598076236045806e-17,8.470329472543003e-18
1.5720931501039814e-18,6.572975670693371e-18,7.03376159399971e-18,8.524539581167279e-18,6.965998958219366e-18
2.8866882842426556e-18,7.94178091345632e-18,7.331917191433224e-18,8.375461782450522e-18,8.822695178600792e-18
5.149960319306146e-19,5.868244258577793e-18,5.705613932704967e-18,7.345469718589293e-18,6.5052130349130266e-18
9.75781955236954e-19,4.363913744254155e-18,4.607859233063394e-18,5.8817967857338616e-18,5.149960319306146e-18
1.8458541986565713e-17,5.244828009398628e-18,5.014435047745458e-18,6.0308745844506184e-18,5.6785088783928295e-18
6.071532165918825e-18,4.6485168145316e-18,4.174178364069192e-18,5.651403824080692e-18,4.960224939121183e-18
6.3019251275719945e-18,4.5672016515951874e-18,4.6485168145316e-18,5.44811591673966e-18,4.756937031780151e-18
1.3633842319005218e-17,1.451475658414969e-17,1.1085967213664283e-17,7.779150587583494e-18,1.4568966692773966e-17
1.508396272470458e-17,1.6195269951502222e-17,1.39455504435948e-17,1.089623183347932e-17,1.530080315920168e-17
4.241940999849536e-18,4.6485168145316e-18,5.9631119486702744e-18,5.990217002982412e-18,4.133520782600986e-18
1.5070410197548512e-17,3.5914196963582334e-18,1.0733601507606494e-17,6.911788849595091e-18,3.0357660829594124e-18
1.5924219408380846e-17,4.025100565352435e-18,1.292911090688964e-17,9.961107459710572e-18,3.550762114890027e-18
4.363913744254155e-18,2.0830234238877754e-17,4.6485168145316e-18,3.835365185167472e-18,1.9786689647860456e-17
5.4752209710517974e-18,6.179952383167375e-18,4.472333961502706e-18,4.87890977618477e-18,5.827586677109586e-18
2.1250362580715887e-17,7.467442462993912e-18,1.8106176280507924e-17,1.4934884925987824e-17,8.294146619514109e-18
2.3540739670091515e-17,1.1993986533120893e-17,2.087089182034596e-17,1.8065518699039718e-17,1.3633842319005218e-17
9.839134715305953e-18,3.3881317890172014e-19,1.0408340855860843e-17,1.0408340855860843e-17,1.0570971181733668e-18
8.754932542820448e-18,8.267041565201971e-19,5.4616684438957286e-18,2.2090619264392153e-18,1.8526304622346057e-17
2.4665599424045226e-18,9.0801931945661e-19,2.1819568721270777e-18,3.144186300207963e-18,3.5236570605778894e-18
3.4558944247975454e-18,8.538092108323347e-19,2.913793338554793e-18,3.0222135558033436e-18,2.222614453595284e-18
3.496552006265752e-18,1.2061749168901237e-18,2.859583229930518e-18,2.8189256484623115e-18,1.5720931501039814e-18
5.8817967857338616e-18,1.4094628242311558e-18,4.851804721872632e-18,4.2825985813177425e-18,3.3068166260807885e-18
4.743384504624082e-18,2.3987973066241786e-18,4.038653092508504e-18,3.3203691532368573e-18,1.5856456772600502e-18
2.1277467635028025e-18,1.3552527156068805e-20,2.0464316005663896e-18,1.9244588561617704e-18,3.3881317890172014e-18
4.472333961502706e-18,2.0735366548785272e-18,3.943785402416022e-18,3.279711571768651e-18,1.8295911660692887e-18
3.754050022231059e-18,2.0735366548785272e-18,3.3068166260807885e-18,2.8053731213062427e-18,1.2441219929271163e-17
4.472333961502706e-18,2.4530074152484538e-18,3.903127820947816e-18,3.3203691532368573e-18,3.889575293791747e-18
3.3203691532368573e-18,1.5449880957918438e-18,3.4423418976414766e-18,3.4287893704854078e-18,2.6020852139652106e-18
5.027987574901527e-18,2.507217523872729e-18,4.160625836913123e-18,4.052205619664573e-18,3.848917712323541e-18
1.088267930632325e-17,1.2752928053860746e-17,8.361909255294453e-18,5.8140341499535175e-18,1.1248597539537109e-17
4.607859233063394e-19,2.6156377411212794e-18,3.2526065174565133e-19,7.995991022080595e-19,1.4907779871675686e-18
